9.74,0,0,1,,,0
8.98,0.58,0,1,,,0
8.98,0,0,1,,,0
9.23,0.58,0,1,,,0
9.74,0,0,1,,,0
10.8,0,2,2,,,1
10.8,0,2,2,,,3
11.08,1.75,2,2,,,3
11.65,0,2,2,,,3
11.94,0,1.5,2,,,4
12.23,1.17,1.5,2,,,4
13.15,0,1.5,2,,,4
13.47,0.58,1.5,2,,,4
13.15,0,1.5,2,,,4
14.11,0,1.5,2,,,5
14.44,1.17,1.5,2,,,5
13.79,1.17,1.5,2,,,6
14.44,0,1.5,2,,,6
14.44,0.58,1.5,2,,,6
15.48,0.58,2,2,,,7
14.11,0,2,2,,,7
14.44,0.58,2,2,,,7
14.11,0.58,2,2,,,9
14.44,0,2,2,,,9
14.44,0.58,2,2,,,9
14.78,0,2,2,,,9
15.13,0,2.5,2,,,10
15.48,1.18,2.5,2,,,10
15.13,1.18,2,2,,,11
14.78,0,2,2,,,11
14.44,0.58,2,2,,,11
14.44,0.58,2,2,,,12
5.44,0,2,1,,,12
4.12,0.58,2,1,,,12
4.3,0.58,2.5,1,,,13
5.05,0,2.5,1,,,13
5.24,0.58,2.5,1,,,13
5.05,0.58,2.5,1,,,15
5.05,0,2.5,1,,,15
5.64,0.58,2.5,1,,,15
5.05,0,2.5,1,,,15
5.05,0,2,1,,,16
5.05,0,1.5,1,,,17
5.24,1.73,1.5,1,,,17
5.44,0,1.5,1,,,17
5.64,0.58,1.5,1,,,17
5.84,0,1.5,1,,,17
5.84,0,1.5,1,,,18
6.04,1.15,1.5,1,,,18
5.64,1.15,1.5,1,,,20
5.44,0,1.5,1,,,20
5.84,0,2.5,1,,,21
6.04,1.15,2.5,1,,,21
6.04,0,2.5,1,,,21
6.25,0.57,2.5,1,,,21
6.04,0.57,2,1,,,22
6.04,0,2,1,,,22
6.25,0.57,2,1,,,22
6.67,0,2,1,,,22
6.67,0.58,2,1,,,22
6.67,0.58,2.5,1,,,23
6.67,0,2.5,1,,,23
6.46,0.58,2.5,1,,,23
6.11,0,2.5,1,,,23
6.04,0.57,2.5,1,,,23
5.84,0.57,2.5,1,,,24
5.64,0,2.5,1,,,24
5.84,0,2,1,,,25
10.8,1.15,2,2,,,25
12.23,1.15,1.5,2,,,26
12.23,1.15,1.5,2,,,27
12.53,0,1.5,2,,,27
25.84,0.58,1.5,4,,,27
21.49,0,1.5,3,,,27
23.94,0,2,4,,,28
22.58,0,2,3,,,29
22.74,1.73,2,3,,,29
21.64,1.73,2,3,,,30
22.42,0,2,3,,,30
22.42,0.58,2,3,,,30
22.1,0.58,2.5,3,,,31
22.74,0.58,2,3,,,32
22.91,0.58,2,3,,,33
22.58,0.58,2,3,,,34
23.41,0,2,4,,,34
23.24,0.58,2,4,,,34
22.91,0,2,3,,,34
22.74,0,2,3,,,36
22.58,1.15,2,3,,,36
22.42,1.15,2,3,,,38
22.58,0,2,3,,,38
22.42,0,4.5,3,,,39
22.26,0,4.5,3,,,41
21.8,1.73,4.5,3,,,41
21.95,1.73,4.5,3,,,42
21.49,0,4.5,3,,,42
21.49,0,4.5,3,,,43
21.64,0,5.5,3,,,44
21.35,0,5.5,3,,,45
21.35,2.9,5.5,3,,,45
21.8,0,5.5,3,,,45
21.49,0.57,5.5,3,,,45
21.64,0.57,5.5,3,,,46
21.95,0,5.5,3,,,46
22.1,0,5.5,3,,,47
21.95,0,5,3,,,48
22.42,0,5.5,3,,,49
22.42,0,5.5,3,,,51
22.58,2.88,5.5,3,,,51
22.42,0,5.5,3,,,51
22.74,0.58,5.5,3,,,51
22.91,0,5.5,3,,,51
22.74,0,5.5,3,,,53
22.91,1.17,5.5,3,,,53
23.07,0,5.5,4,,,53
23.24,0,4.5,4,,,54
23.41,1.15,4.5,4,,,54
23.41,0,4.5,4,,,54
23.59,0.58,4.5,4,,,54
23.76,0.58,4.5,4,,,55
23.94,0,4.5,4,,,55
24.3,0,4.5,4,,,56
24.12,1.15,4.5,4,,,56
23.41,1.15,5,4,,,57
23.94,0,5,4,,,57
23.94,0,3.5,4,,,58
23.76,1.15,3.5,4,,,58
24.3,1.15,4,4,,,59
23.76,0,4,4,,,59
23.94,0,4.5,4,,,60
24.3,1.15,4.5,4,,,60
23.94,1.15,5.5,4,,,61
24.48,0,5.5,4,,,61
24.67,0,5.5,4,,,62
24.86,1.17,5.5,4,,,62
25.05,0,5.5,4,,,62
24.67,0,5.5,4,,,63
24.48,1.17,5.5,4,,,63
25.05,0,5.5,4,,,63
25.05,0,5,4,,,64
24.67,1.15,5,4,,,64
24.12,1.15,5,4,,,65
24.67,1.15,5,4,,,66
25.05,0,5,4,,,66
24.67,0,4.5,4,,,67
24.48,0,4,4,,,68
24.67,0,5,4,,,69
24.48,2.32,5,4,,,69
24.86,2.32,5,4,,,71
25.24,0,5,4,,,71
24.67,0,5,4,,,73
24.67,1.15,5,4,,,73
24.86,0,5,4,,,73
24.86,1.17,5,4,,,73
24.86,1.17,4,4,,,74
24.86,0,4,4,,,74
23.94,0,4,4,,,75
24.3,0,5,4,,,76
25.05,0,5,4,,,77
25.05,0,4,4,,,78
25.24,4.07,4,4,,,78
25.44,0,4,4,,,78
24.86,1.15,4,4,,,78
24.86,0,4,4,,,78
25.05,0,5,4,,,79
25.24,0,4.5,4,,,80
24.48,1.73,4.5,4,,,80
24.48,1.73,4.5,4,,,81
24.86,1.73,5,4,,,82
24.86,0,5,4,,,82
25.05,0.58,5,4,,,82
25.05,0,5,4,,,82
24.48,0,4.5,4,,,83
24.48,0,4.5,4,,,84
25.05,1.73,4.5,4,,,84
24.67,0,4.5,4,,,84
19.23,0,4.5,3,,,85
15.44,0,4.5,2,,,86
20.36,0,4.5,3,,,88
14.48,4.05,4.5,2,,,88
15.24,0,4.5,2,,,88
14.67,0,4.5,2,,,89
11.8,1.17,4.5,2,,,89
10.63,0,4.5,2,,,89
9.69,0,4.5,1,,,91
9.82,1.15,4.5,1,,,91
8.59,0,4.5,1,,,91
8.95,0,4,1,,,92
3.07,1.17,4,1,,,92
3.07,1.17,4,1,,,94
1.64,0,4,1,,,94
9.07,0,4,1,,,95
5.44,0,4,1,,,96
2.58,1.73,4,1,,,96
5.64,1.73,6.5,1,,,97
5.84,0,6.5,1,,,97
6.04,0,6.5,1,,,98
6.67,0,6,1,,,99
6.46,1.73,6,1,,,99
6.89,0,6,1,,,99
7.56,0.58,6,1,,,99
7.33,0.58,6.5,1,,,100
6.67,0.58,6,1,,,101
7.56,0,6,1,,,101
6.89,0,6,1,,,102
7.11,1.15,6,1,,,102
6.89,0,6,1,,,102
6.89,0,6.5,1,,,103
6.89,0,6.5,1,,,104
7.11,1.73,6.5,1,,,104
7.11,0,6.5,1,,,104
2.26,0,6.5,1,,,105
2.58,1.15,6.5,1,,,105
4.3,1.15,5.5,1,,,106
4.48,0,5.5,1,,,106
4.48,0,6.5,1,,,107
3.24,1.15,6.5,1,,,107
3.41,1.15,6.5,1,,,108
12.74,1.15,6,2,,,109
12.58,0,6,2,,,109
11.95,0.58,6,2,,,109
11.8,0.58,6.5,2,,,110
12.42,0.58,6.5,2,,,111
12.42,0,6.5,2,,,111
11.64,0.58,6.5,2,,,111
12.58,0.58,6.5,2,,,112
12.74,0,6.5,2,,,112
12.91,0,5.5,2,,,113
12.74,1.17,5.5,2,,,113
12.58,1.17,7.5,2,,,114
12.42,0,7.5,2,,,114
12.74,0.58,7.5,2,,,114
12.42,0.58,5.5,2,,,115
12.26,0.58,4,2,,,116
11.8,0.58,4.5,2,,,117
6.75,0,4.5,1,,,117
6.56,0.58,4.5,1,,,117
14.48,0.58,4.5,2,,,118
9.23,0.58,5,1,,,119
10.53,0,5,2,,,119
11.08,0,5,2,,,120
10.8,1.17,5,2,,,120
12.53,1.17,4.5,2,,,121
11.65,0,4.5,2,,,121
12.23,0.58,4.5,2,,,121
12.53,0,4.5,2,,,121
13.15,0.58,4.5,2,,,121
13.94,0,4.5,2,,,121
16.56,0,4.5,2,,,122
10.26,1.15,4.5,2,,,122
12.84,0,4.5,2,,,122
18.25,0,3,3,,,123
17.78,1.17,3,3,,,123
17.56,0,3,3,,,123
10.8,0,3.5,2,,,124
15.44,1.17,3.5,2,,,124
13.94,1.17,3.5,2,,,125
18.98,1.17,3.5,3,,,126
13.07,1.17,3,2,,,127
12.54,1.17,3.5,2,,,128
19.23,0,3.5,3,,,128
19.48,0.58,3.5,3,,,128
11.94,0,3.5,2,,,128
10.66,0,3,2,,,129
11.58,1.17,3,2,,,129
11.58,1.17,3.5,2,,,130
11.58,0,3.5,2,,,130
11.58,0,3.5,2,,,131
13.03,1.17,3.5,2,,,131
11.58,1.17,4.5,2,,,132
11.58,0,4.5,2,,,132
11.58,0,4.5,2,,,133
11.58,1.15,4.5,2,,,133
11.58,1.15,4.5,2,,,134
12.05,0,4.5,2,,,134
10.66,0,5,2,,,135
11.58,1.17,5,2,,,135
11.12,1.17,3.5,2,,,136
11.12,1.17,3.5,2,,,137
10.21,0,3.5,2,,,137
10.66,0,3,2,,,138
11.12,1.17,3,2,,,138
11.12,1.17,3,2,,,139
11.12,1.17,4,2,,,140
11.58,1.17,3.5,2,,,141
11.12,0,3.5,2,,,141
12.05,0.58,3.5,2,,,141
11.58,0,3.5,2,,,141
11.58,0,3.5,2,,,142
11.12,0,4.5,2,,,143
11.58,0,4,2,,,144
11.12,0,4.5,2,,,145
11.58,0,3.5,2,,,146
12.05,0,4.5,2,,,147
12.05,4.07,4.5,2,,,147
11.12,0,4.5,2,,,147
11.58,0,4.5,2,,,149
11.12,0,4.5,2,,,150
11.12,0,4,2,,,151
19.78,0,3.5,3,,,152
10.66,2.92,3.5,2,,,152
10.66,2.92,4.5,2,,,153
11.12,2.92,3.5,2,,,154
11.12,0,3.5,2,,,154
11.12,0.58,3.5,2,,,154
10.21,0,3.5,2,,,154
12.05,0.58,3.5,2,,,154
11.12,0,3.5,2,,,154
12.05,0.58,3.5,2,,,154
11.12,0.58,4.5,2,,,155
11.58,0,4.5,2,,,155
10.66,0,4.5,2,,,156
19.78,1.17,4.5,3,,,156
11.58,0,4.5,2,,,156
11.12,0.58,4.5,2,,,156
12.05,0.58,4,2,,,157
12.05,0.58,4,2,,,158
10.66,0,4,2,,,158
11.12,0.57,4,2,,,158
11.58,0.57,3,2,,,159
11.58,0,3,2,,,159
11.12,0,4.5,2,,,160
11.12,1.17,4.5,2,,,160
11.58,1.17,3,2,,,161
10.21,0,3,2,,,161
10.66,0.58,3,2,,,161
11.12,0.58,3,2,,,163
10.66,0,3,2,,,163
10.66,0.58,3,2,,,163
10.66,0.58,4.5,2,,,164
9.78,0,4.5,1,,,164
11.12,0.58,4.5,2,,,164
10.66,0.58,3,2,,,165
11.58,0,3,2,,,165
11.12,0.57,3,2,,,165
11.12,0.57,3.5,2,,,166
11.58,0,3.5,2,,,166
9.78,0,3.5,1,,,167
11.12,0,3.5,2,,,168
10.21,1.75,3.5,2,,,168
10.21,0,3.5,2,,,168
19.78,0.58,3.5,3,,,168
10.21,0.58,4.5,2,,,169
9.35,0,4.5,1,,,169
8.93,0.58,4.5,1,,,169
11.12,0.58,3.5,2,,,170
16.56,0,3.5,2,,,170
8.98,3.58,3.5,1,,,170
13.79,3.58,4,2,,,171
16.19,0,4,2,,,171
17.32,0.58,4,3,,,171
8.11,0.58,3.5,1,,,172
8.11,0,3.5,1,,,172
9.35,0.58,3.5,1,,,172
8.11,0,3.5,1,,,172
8.51,0,4,1,,,173
8.51,0,3,1,,,174
9.78,1.75,3,1,,,174
9.35,1.75,4,1,,,175
8.11,0,4,1,,,175
8.51,0.58,4,1,,,175
8.11,0.58,3,1,,,176
